serie,episode,content,name,time,likes_count,answer_count,sentiment,keywords,categories
safia,10,J’adore,@leilabakour2338,4 weeks ago,1,0,positive,enjoyment,Praise for the Series
safia,10,Safia adorable 🥰,@mouniaaribi266,4 weeks ago,1,0,positive,character - adorable,Appreciation for Characters
safia,10,😂😂😂😂😂ياسمينا وحدها,@AlaadinNina,4 weeks ago,2,0,positive,character - humor,Appreciation for Characters
safia,10,"Mosalsal fi l9imaaaaaaaaa❤
Raw3a",@Safamarwa-l6l,4 weeks ago,1,0,positive,series - value,Praise for the Series
safia,10,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉,@LALI-BAD,4 weeks ago,1,0,positive,,Praise for the Series
safia,10,أصبحت مدمنة بهذا الفيلم 😂😂😂😂😂,@krimazidan,4 weeks ago,57,4,positive,addiction - series,Praise for the Series
safia,10,مسلسل ماشي فيلم😂,@r.z.t.4550,4 weeks ago,5,0,negative,series - movie,Criticism of the Ending
safia,10,هههه كي كون تمثيل راءع منحوس بلي مسلسل ولا فيلم 😂😂😂😂,@اسلاممحمد-ر5ز,4 weeks ago,3,0,positive,acting - series,Praise for the Series
safia,10,على قداه يلعب باه نتفرجو في تليفيزيون 😂😂,@AminTit-ct9pc,3 weeks ago, ,0,positive,effort - watching,Praise for the Series
safia,10,السلام عليكم ورحمة الله وبركاته,@retedjmeddas2935,10 days ago,1,0,neutral,greeting,Emotional Response
safia,10,🤣🤣🤣🤣🤣,@ZahraElalia,4 weeks ago,1,0,positive,,Praise for the Series
safia,10,Top ❤,@narimaths1825,4 weeks ago,1,0,positive,top,Praise for the Series
safia,10,مسلسل روعة,@ذكريات-ظ3ز,4 weeks ago,1,0,positive,series - excellent,Praise for the Series
safia,10,وين يكون كمال عبدات يعجبوني لي سيتكوم تاعو,@HjfYjhf,4 weeks ago,3,0,positive,actor - sitcom,Appreciation for Characters
safia,10,"Danette est sucré gravement, le sucre insupportable 😩",@natachabenabi901,4 weeks ago,2,0,negative,food - sugar,Criticism of the Ending
safia,10,😂😂😂😂😂,@MarielAm-s6o,4 weeks ago,1,0,positive,,Praise for the Series
safia,10,"""‏ها هو الثلث الأول يلوح بالرحيل.💦🚆
أرأيتم ما أعجله؟ رمضان قصير وأيامه معدودة،
🔹️فلا تغفل عن سرعة الأيام فيه، وانتبه واحذر من التفريط🚫❌

مضى منه الثُّلث، والثُّلث كثيرٌ! 

🔹️فمن كان عاملًا بخيرٍ فليزدد، ومن فرَّط فليتدارك تفريطه💪💯

رمضانُ يرحل؛ فانهلوا من غنائمه قبل انقضائه🌧

🔹️فإن قصرت؛ فها هي أبواب الجنة لا زالت مشرّعة مفتّحة لم تُغلق، ولكنها توشك.. واعلم بأن ليلة واحدة كفيلة بسعادتك إن رأى الله منك صدقًا وإقبالاً لا عجزًا وفتورًا.""""

🔹️لا تؤجل فعل الطاعات ولا تتأخر عنها، فالأيام تمضي كالريح دون أن نشعر 

🌧اليوم الذي يبلغك الله إيّاه من رمضان هو غنيمة يتمناها أهل القبور، فلا تدع الفرصة تفوتك وسارع بالخيرات لعلك الليلة تُكتب من العتقاء.""

تخيل ان تعتق الناس وتفوز بالاجور بينما انت تضيع وقتا يقرأ فيه غيرك 3 أجزاء في مسلسل تعلم جيدا انه مجرد خيال مؤلف 
وتمثيل اشخاص هذا هو عملهم
او برامج لا تجد وقتا تعرض فيه معروضاتها الا في رمضان!!! 

وكأي طلاب دنيا ... اختاروا احسن الاوقات لتصدير بضاعتهم
بينما انت ضيعت فرصة الاصلاح والتوبة والمغفرة وانت من مسلسل لاخر 
هي تذكرة من قلبي لقلوبكم 
بحب واشفاق وارجوا ان تنتفعوا منها ...
شد الهمة الايام تمضي من بين ايدينا 
تزودوا فان العام طويل والفتن كثيرة وحاجتنا للحسنات احتياج الضمآن للماء 
فتزودوا واغترفوا فقريبا نقول كان رمضان!!",@thekeysofrelief111,4 weeks ago, ,0,neutral,Ramadan - spirituality,Emotional Response
safia,10,علي حساب ما فهمت  رسالة قوية لي الرجال لي ما يحمدوش  ربي  علي نعنت  امرأة  تاع الدا ر  ولاكن هوا يحب امرأة متفتحة,@bangtanarmy1723,4 weeks ago,2,2,positive,message - men - women,Character Analysis
safia,10,رانا مثقفات و قاريات و تاع دار ماشي لازم زيرو ماتفهم والو باش تكون تاع دار. شفناهم تاع نميمة و مشاكل و نهار كامل في تلفون يرغو و يديرو في للمشاكل😊. واش دخل متفتحة في الحكاية؟ هو يحوس واحدة كي يحكي تفهمه. ماشي يحكي على طليان تقله سطاوالي😂و تدي طواجن معها في الفاليزا😂هذه هي تاع دار عندكم؟🤣,@r.z.t.4550,4 weeks ago (edited),4,0,positive,women - education,Character Analysis
safia,10,عندك الحق المرا لازم تكون مثقفة و الموضوع لي تفتحو معاها تتجاوب معاك ماشي غير مع راجلها مع كامل الناس لازم تكون مطلعة فالتاريخ و الجغرافيا التكنولوجيا الرياضة الفن الفلسفة الأدب الدين الطب ووو الخ يعني يكون عندها ثقافة عامة ​ @r.z.t.4550 ,@أميحيى-ع6ح,4 weeks ago,1,0,positive,women - education,Character Analysis
safia,10,المدية,@dontbesadallahwithyou4877,4 weeks ago,2,2,neutral,location,Emotional Response
safia,10,أنا من المدية,@MustafaHaddad-z7g,4 weeks ago, ,0,neutral,location,Emotional Response
safia,10,الله يبارك,@dontbesadallahwithyou4877,4 weeks ago, ,0,positive,blessing,Praise for the Series
safia,10,😂😂😂 صفية حابة تروح الترك وإلا الهند 😂😂😂,@missakukumaskukumas6162,4 weeks ago,3,0,positive,character - humor,Appreciation for Characters
safia,10,أروع مسلسل جزائري شفتو في رمضان 2025,@missakukumaskukumas6162,4 weeks ago,3,0,positive,series - Algerian,Praise for the Series
safia,10,صحة فطوركم,@ahlemmicha8487,4 weeks ago,1,0,positive,greeting,Praise for the Series
safia,10,مسلسل محترم جدا فيه بنة الزمان والنية والحشمة  والتربية شكرا ياريت كامل المسلسلات بمثل هذا الاحترام والقدر,@lalibertedespoir9044,4 weeks ago,34,3,positive,series - respect,Praise for the Series
safia,10,نفس الرأي والاحساس,@Nasrokd,4 weeks ago, ,0,positive,opinion,Praise for the Series
safia,10,صح مركزين بزاف على العويد نواعن و هادي حاجة تفرح احسن مايجيبونها الثقافة الغربية,@mouhameddz9542,3 weeks ago, ,0,positive,culture - tradition,Praise for the Series
safia,10,Vrai,@amelarben8419,3 weeks ago, ,0,positive,truth,Praise for the Series
safia,10,😅😅😅😅🎉,@SamouSamia-n4j,4 weeks ago,2,0,positive,,Praise for the Series
safia,10,مسلسل ماشاء الله ولكن نقصو من الاشهارات لله يرضي عليكم,@daliladella5604,4 weeks ago,2,0,negative,advertising,Criticism of the Ending
safia,10,مسلسل صافية هايل بكل المقاييس تمثيل إحترافي، شخصيات طبيعية، مواقف قريبة من حياتنا، وتصوير بجودة عالية تجعلك تستمتع بكل لحظة. عمل متقون ويستحق المشاهدة,@Mustapha.laribi.Officiel,4 weeks ago,28,1,positive,series - quality,Praise for the Series
safia,10,Safia est son époux c'est des comédiens Hors pair !! Chapeau bas un grand bravo 👏👏,@BelmokhtarSelma,4 weeks ago,2,0,positive,actors - couple,Appreciation for Characters
safia,10,كمال عبدات مسكين قريب يهبل 😅😅😅 صفية قمة,@soniaayadi4647,4 weeks ago,27,0,positive,actor - character,Appreciation for Characters
safia,10,تطور مبهر تشهده الشاشة الجزائرية 🇩🇿 هذا العام من ناحية جودة التصويرة والأفكار الجديدة ومن ناحية تقديم الدور بشكل مثالي تحياتنا لجميع المبدعين ❤️,@Mustapha.laribi.Officiel,4 weeks ago,26,0,positive,Algerian screen - quality,Praise for the Series
safia,10,تحية ناس برج بوعريريج,@benaissasara763,4 weeks ago,7,1,neutral,greeting,Emotional Response
safia,10,❤❤❤,@اممروة-ر5ص,4 weeks ago, ,0,positive,,Praise for the Series
safia,10,صحا فطوركم الأحباب ❤️ 🌙,@Madinatoumi,4 weeks ago,4,0,positive,greeting,Praise for the Series
safia,10,برج منايل,@Hocine-h5r,4 weeks ago,4,0,neutral,location,Emotional Response
safia,10,مازالكي تخدمي  في الحرف التقليدية 😅😅😅😅,@soniaayadi4647,4 weeks ago,6,0,positive,character - humor,Appreciation for Characters
safia,10,مسلسل رائع بزاف❤❤,@ASSINAT-gy7gy,4 weeks ago,3,0,positive,series - excellent,Praise for the Series
safia,10,الممثلة ياسمين عبد المومن قديرة جدا ذو مستوى عالي في تقمص الادوار ربي يحفضها . مزيدا من التألق,@hamidrachedi9853,4 weeks ago (edited),3,0,positive,actress - talent,Appreciation for Characters
safia,10,اللي موالف بالحفا ينسى صباطو هاذا هو المثل اللي يليق على هاذ الحلقة ههههه,@sabrinakourghli7941,4 weeks ago,11,0,positive,humor - proverb,Appreciation for Characters
safia,10,أكثر ما جذب انتباهي في هذا المسلسل هو اللباس المحتشم الجميل . تحياتي لكل الفنانين المشاركين في هذه التحفة الفنية ولكل طاقم الفني .لقد أبدعتم ❤,@Nabil.AsliOfficiel,4 weeks ago,21,2,positive,series - clothing,Praise for the Series
safia,10,VOUS NE POUVEZ PAS CESSER DE POSTILLONNER À CHAQUE FOIS LA MÊME CHOSE!! VOUS ÊTES ECOEURANT!!,@LALI-BAD,4 weeks ago,2,0,negative,repetition,Criticism of the Ending
safia,10, @LALI-BAD 😂😂😂 tlm vrai,@chanezchuchi4591,4 weeks ago, ,0,positive,humor,Appreciation for Characters
safia,10,مسلسل رائع و الشخصيات طبيعية وتحسهم ناس تعرفهم، والسيناريو ذكي بلا تصنع كل حلقة تجيب معها ضحكة صافية ولمسة اجتماعية خفيفة زيد على ذلك، التصوير متقون والجودة العالية زادت من متعة المشاهدة .. حيث الألوان زاهية، والإخراج محترف يعكس روح العمل بطريقة جميلة نجاح المسلسل مکانش صدفة، لأنه ببساطة يعكس واقع الجزائريين وبإنتاج بصري ممتع,@Nabil.AsliOfficiel,4 weeks ago,232,22,positive,series - quality,Praise for the Series
safia,10,راك تعبر أستاذ 😂دخلني معاكم فالرباعة,@natachabenabi901,4 weeks ago,5,0,positive,humor,Appreciation for Characters
safia,10,والاهم مكاش اشرار في المسلسل,@ahmedbeldjouzi7078,4 weeks ago,4,0,positive,characters - villains,Character Analysis
safia,10,كيما عنڨر والجوهر😅​ @ahmedbeldjouzi7078 ,@natachabenabi901,4 weeks ago, ,0,positive,humor,Appreciation for Characters
safia,10,فو كونت 👌🏿,@ALAEDDINEREMACHE,4 weeks ago,3,0,positive,approval,Praise for the Series
safia,10,پاصي پاصي ورأيك نطراسي😂😂😂,@OumRahil-l1y,4 weeks ago,1,0,positive,humor,Appreciation for Characters
safia,10,واش لاز راك هنا وربيعة وينها😅😅😅😅,@ام.سجى-ف5ط,4 weeks ago,1,0,positive,humor,Appreciation for Characters
safia,10,اهلا لاز نحبك ونموت عليك,@ام.سجى-ف5ط,4 weeks ago, ,0,positive,love,Appreciation for Characters
safia,10,احسن فكاهت رمضان @٢٠٢٥❤😂😂,@StellaCanada-mi4zj,4 weeks ago,2,0,positive,humor - Ramadan,Appreciation for Characters
safia,10,نظن راك  استاذ😂,@AichaBoudj-q2s,4 weeks ago,1,0,positive,humor,Appreciation for Characters
safia,10,ولا لا يا اللاز,@AichaBoudj-q2s,4 weeks ago, ,0,positive,humor,Appreciation for Characters
safia,10,❤❤❤,@zohraboutlidjane3057,4 weeks ago, ,0,positive,,Praise for the Series
safia,10,دقيوس نموت علك دقيوس بلا مننسو اللاز العشق❤😂,@rozarozza5215,3 weeks ago, ,0,positive,character - love,Appreciation for Characters
safia,10,نبيل أنت الافضل. انت من طينة عثمان عريوات وصالح اوغروت. يعطيك الصحة.,@RoiSaba-l5c,3 weeks ago, ,0,positive,actor - talent,Appreciation for Characters
safia,10,Moi j 'adore je vous félicite vraiment,@dihyaouz4708,3 weeks ago, ,0,positive,enjoyment,Praise for the Series
safia,10,ماخرجش عليك دور خالد 😢,@MokhtarMokhtaria-f1l,3 weeks ago, ,0,negative,actor - role,Criticism of the Ending
safia,10,❤❤❤❤❤❤❤😊💯,@AmiraLadjal,3 weeks ago, ,0,positive,,Praise for the Series
safia,10,صح  اول مرة نشوف مسلسل قريب للواقع و زيد يبين العدات نتاع الجزائريين و الممثلين لعبوا مليح,@mouhameddz9542,3 weeks ago, ,0,positive,series - reality,Praise for the Series
safia,10,نبيل عسلي درت سيناروهات و مسلسلات رمضانية مضحكة و مشوقة كيما الرباعة عرفت تخير الأشخاص ومام السيناريو جا هايل 🙂,@kamiliakhalif,3 weeks ago,1,0,positive,actor - scenarios,Appreciation for Characters
safia,10,انت عجبك حنا نو,@YacineMenouer-c5u,3 weeks ago, ,0,positive,enjoyment,Praise for the Series
safia,10,بلنةااممتلحdigpkhv l'on. J'y khljljj😂😂😅😅,@faainobo2344,3 weeks ago, ,0,positive,enjoyment,Praise for the Series
safia,10,شفت مناحية مسلسل رائع  جدا لكن يتهوشوا بزاف ههههههههههههههههههههههه,@mebarkasichi,3 weeks ago, ,0,positive,series - exaggeration,Praise for the Series
safia,10,يا نبيل تحيا الرباعة,@retedjmeddas2935,10 days ago, ,0,positive,character,Appreciation for Characters
safia,10,عمل فني رائع سلط الضوء علي اهمية العائلة والأصدقاء في حياة الفرد وكيف ان الحب والدعم يمكن ان يساعدا الشخص على تطور ونمو ذاته يظهر المسلسل العلاقات الجميلة والسيئة وكيف ان هذه العلاقات ساهمت في تشكيل شخصيته وتنمية قدراته,@Nabil.AsliOfficiel,4 weeks ago,14,0,positive,artistic work - family,Praise for the Series
safia,10,مسلسل هايل بكل المقاييس تمثيل إحترافي، شخصيات طبيعية، مواقف قريبة من حياتنا، وتصوير بجودة عالية تجعلك تستمتع بكل لحظة. عمل متقون ويستحق المشاهدة,@Nabil.AsliOfficiel,4 weeks ago,9,0,positive,series - acting - characters - scenes - quality,Praise for the Series
safia,10,وصلت روطار,@mouhameddz9542,4 weeks ago,2,0,neutral,arrival,Plot Twist
safia,10,روعععععة,@abdouabdou2225,4 weeks ago,2,0,positive,excellent,Praise for the Series
safia,10,😂😂😂😂😂,@Mina-eq5ot,4 weeks ago,2,0,positive,laughter,Emotional Response
safia,10,هيا طفولتي هابنعامي,@HdidjdDjjsjdj-n7s,4 weeks ago,3,0,neutral,childhood,Character Analysis
safia,10,ياااناس اترحمو على ماما الله يرحمها 😢,@نصائحمنالقلبالفراشةالصغير,4 weeks ago,153,21,negative,mercy - mother,Emotional Response
safia,10,ربي يرحمها و تكون من اهل الجنة,@taharbennadji5665,4 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,الله يرحمها ويغفرلها ويجعلها من اهل الجنة,@gtayaya4297,4 weeks ago,2,0,negative,mercy - forgiveness - paradise,Emotional Response
safia,10,الله يرحمها ويغفر لها,@djazialounis9194,4 weeks ago,1,0,negative,mercy - forgiveness,Emotional Response
safia,10,الله يرحمها و يرحم بابا لعزيز برحمته الواسعه و يغفر لهم و يسكنهم فسيح جناته يارب العالمين,@assialekhal6835,4 weeks ago,1,0,negative,mercy - forgiveness - paradise - parents,Emotional Response
safia,10,اللهم ارحمها برحمتك الواسعة وأسكنها فسيح جناتك وألهم ذويها جميل الصبر والسلوان,@melinahad809,4 weeks ago,1,0,negative,mercy - paradise - patience,Emotional Response
safia,10,الله يرحمها ويغفرلها ويجعل مثواها الجنة,@meriemkernane9725,4 weeks ago,1,0,negative,mercy - forgiveness - paradise,Emotional Response
safia,10,الله يرحمها ويغفرلها ويسكنها فسيح جناته ❤,@LaLune-j9u,4 weeks ago, ,0,negative,mercy - forgiveness - paradise,Emotional Response
safia,10,ربي يرحمها انشاء الله تكون من أهل الجنة,@mohammadia9234,4 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,الله يرحمها برحمته الواسعة ان شاء الله,@Dinayassinetv,4 weeks ago, ,0,negative,mercy,Emotional Response
safia,10,رحمها الله واسكنها فسيح جناته ويصبركم عليها يا رب,@norhouda8536,3 weeks ago, ,0,negative,mercy - paradise - patience,Emotional Response
safia,10,الله يرحمها ويغفر لها يارب 😢,@maryambb6122,3 weeks ago, ,0,negative,mercy - forgiveness,Emotional Response
safia,10,ربي يرحمها ويغفر لها ويسكنها الفردوس الأعلى,@WalimBlida,3 weeks ago, ,0,negative,mercy - forgiveness - paradise,Emotional Response
safia,10,ربي يرحمها نشاله تكون من اهل الجنة,@SifeOussaude,3 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,ربي يرحمها ختي ويعطيك صبر,@sarahaladinj5,3 weeks ago, ,0,negative,mercy - sister - patience,Emotional Response
safia,10,ربي يرحمها ويجعل مثواها الجنة يارب,@SalmaSalma-ss9rz,3 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,ربي يرحمها ويجعل قبره روضة من رياض الجنة يارب,@ImIm-s4v,3 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,الله يرحمها ويرحم جميع الموتى آمين يارب العالمين و الله يصبرك ويصبركم جميعا آمين يارب العالمين,@belhh,3 weeks ago, ,0,negative,mercy - patience,Emotional Response
safia,10,ربي يرحمها,@djebbarNassim-h3s,3 weeks ago, ,0,negative,mercy,Emotional Response
safia,10,ربي يرحمها ويجعل مثواها الجنة يارب العالمين,@dodo-t2y,3 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,الله يرحمها وينعمها ويجعل مثواها الجنة يارب العالمين 🤲🏼,@DZ-eo8np,3 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,ربي يرحمها ويجعل مثواها الجنة يارب,@RouRou-kf8uv,3 weeks ago, ,0,negative,mercy - paradise,Emotional Response
safia,10,❤,@JOKOCLACHOFCLANS,4 weeks ago,2,0,positive,love,Emotional Response
safia,10,برافو,@JOKOCLACHOFCLANS,4 weeks ago,2,0,positive,bravo,Praise for the Series
safia,10,ههه انا نموت عليها صفية هه😂😂❤❤❤❤❤❤❤,@MimyMimy-sb6iv,4 weeks ago,3,0,positive,character - Safiya,Appreciation for Characters
safia,10,الصراحة راحة أغني نتع صفية في بداية شحال تعجبني❤❤🎉,@KhalidaAichour-l6u,4 weeks ago,11,1,positive,song - Safiya,Appreciation for Characters
safia,10,La même chose pour moi,@dyhiakais1667,4 weeks ago, ,0,positive,agreement,Praise for the Series
safia,10,مسلسل روععع,@مصطفينادية,4 weeks ago,2,0,positive,series,Praise for the Series
safia,10,❤❤❤❤❤,@daloudalal5397,4 weeks ago,2,0,positive,love,Emotional Response
safia,10,سلام,@MimoMimo-s8e,4 weeks ago,3,0,neutral,greeting,Expectation vs. Reality
safia,10,"الف تحية لزميلي منذ أيام جورنال لڨوسطو كمال عبدات ةتحياتي للطاقم الفني والجمهور الكريم 
صحا فطوركم❤",@ademboukhemira,4 weeks ago,40,0,positive,greeting - team - audience,Praise for the Series
safia,10,صفية تقتل بالضحك انسانة ماشاء الله❤😂😂😂😂😂,@messaoudimessaoudi2148,4 weeks ago,22,0,positive,character - Safiya - laughter,Appreciation for Characters
safia,10,لوكان نصلو كامل على سيدنا محمد عليه الصلاة والسلام مشي خير 😊 وخبط جام,@Faical_an2,4 weeks ago,2,0,positive,prayer - Prophet Muhammad,Emotional Response
safia,10,اوائل يبانوا هنا 😅😂,@سندس.سندس31,4 weeks ago,12,0,positive,first - appearance,Character Analysis
safia,10,😂❤,@ninabahr1949,4 weeks ago,2,0,positive,laughter - love,Emotional Response
safia,10,اللهم صلي وسلم وبارك على سيدنا وحبيبنا محمد,@NinouAnais,4 weeks ago,20,0,positive,prayer - Prophet Muhammad,Emotional Response
safia,10,❤😂,@MimiMinocha-b6x,4 weeks ago,2,0,positive,love - laughter,Emotional Response
safia,14,ما شاء الله تتكلم درجة مهذبة ليوجد كلمة بالفرنسية,@samaabben9529,2 days ago, ,0,positive,polite language - french word,Praise for the Series
safia,14,مرط لمدير داروها تشبه لحفيظة بريكي😂😂😂😂,@zeradanna9099,12 days ago, ,0,positive,director's wife - comparison,Character Analysis
safia,14,كيفاش تهدر مرت الديراكتور😂😂😂😂😂,@RiiiMaaa-e6n,2 weeks ago, ,0,positive,director's wife - speech,Character Analysis
safia,14,مسلسل صفية الحاجة الوحيدة الهايلة في هذا رمضان و خاصة الجبب نتاعها هههه,@FatimaZahra-cf4et,2 weeks ago, ,0,positive,series - character - Ramadan,Praise for the Series - Appreciation for Characters
safia,14,الله يرحمها ويجعل مثواها الجنة يارب العالمين,@SirineMama-r4y,3 weeks ago,1,0,neutral,prayer - mercy,Emotional Response
safia,14,انا,@AcMilon-is8wf,3 weeks ago, ,0,neutral,,
safia,14,اللهم ارحم امي واخوتي واغفر لهم وانت ارحم الراحمين يارب اللهم ارحم جميع موتنا المسلمين يارب 😢😢😢😢😢والله ياخويا خليتنا فراغ كبير مع هذا الشهر الفضيل ارحمهم انت ارحم الراحمين يارب ربي يصبرنا عليك في هذا الشهر الفضيل يارب,@السلفية-ر5ش,3 weeks ago,1,0,negative,loss - grief - Ramadan,Emotional Response
safia,14,magnifique❤,@dhjsjshsjejej8487,3 weeks ago, ,0,positive,appreciation,Praise for the Series
safia,14,❤❤❤😊,@ABDERAHMANER,3 weeks ago, ,0,positive,,Praise for the Series
safia,14,بنت خالتو مارتي 😂,@am35_86,3 weeks ago, ,0,positive,character - relation,Character Analysis
safia,14,اروع سكاتش خسارة فيه 10 دقايق برك,@oumhala-recipes,3 weeks ago (edited), ,0,positive,sketch - time,Praise for the Series
safia,14,كتاه يبدا,@ASSIL17-xd4vu,3 weeks ago, ,0,neutral,start time,Expectation vs. Reality
safia,14,أسهم شريكة 🎯🤣🤣😆😆,@امانياماني-ج6ب,3 weeks ago, ,0,positive,character - action,Character Analysis
safia,14,حواري والسكوتي 😂😂,@mohamedkerri4494,3 weeks ago, ,0,positive,character - interaction,Character Analysis
safia,14,ذيك نوبة هههههه وآش معناها,@FarahFarouha-kd5lx,3 weeks ago, ,1,positive,expression - meaning,Character Analysis
safia,14,واحد الخطرة,@اللهمتقبلتوبتيواغفرليذنوبي,3 weeks ago,1,0,neutral,phrase,
safia,14,"صلوا على شفيعنا يوم الحشر 
اللهم صل و سلم على الحبيب المصطفى عليه افضل الصلوات و أزكى التسليم",@houri3608,3 weeks ago, ,0,neutral,prayer - prophet,Emotional Response
safia,14,ربي يرزقني بزوجة كيما صفية ان شاء الله يارب,@StephBanz,3 weeks ago,3,1,positive,character - wish,Appreciation for Characters
safia,14,في الاحلام حتيً هيا  ماشي كيما هيا,@YAMINAMANSOUR,4 days ago, ,0,neutral,character - comparison,Character Analysis
safia,14,1:48 من هنا تبدا الحلقة,@aichabrahim9488,3 weeks ago,2,0,neutral,episode start time,Expectation vs. Reality
safia,14,احسن حلقة 😂,@LilaMina-t8p,3 weeks ago,1,0,positive,episode,Praise for the Series
safia,14,الف مليون شكر وتقدير من القلب❤❤❤❤,@loulilouli8613,3 weeks ago,1,0,positive,gratitude,Praise for the Series
safia,14,صفية هايلة هايلة قلال ناس نية كيما صفية,@أفكارللماكثاتفيالمنزل,3 weeks ago,1,0,positive,character - rarity,Appreciation for Characters
safia,14,صفية أروع سلسلة,@BENDJEDDAH,3 weeks ago, ,0,positive,series,Praise for the Series
safia,14,"اظعو لماما بالرحمة هي وخالي لعزاز على قلبي. 
موتهم حطمني .
ربي يرحمك يا ماما الغالية ♥️ اسمحيلي ياماما 💔",@SamiaDaikhi,3 weeks ago,38,4,negative,loss - grief,Emotional Response
safia,14,ربي يرحمها 😢,@banissamca5535,3 weeks ago, ,0,negative,mercy,Emotional Response
safia,14,ربي يرحمها ويغفر لها ويسكنها فسيح جناته ويلهم أهلها الصبر والسلوان,@AminaZidol,3 weeks ago, ,0,negative,mercy - patience,Emotional Response
safia,14,الله يرحمهم ان شاء الله 🤲🏻🤲🏻🤲🏻,@dalilatayeb8195,3 weeks ago, ,0,negative,mercy,Emotional Response
safia,14,1 ib😂al 1 😮😅😊😊😮🎉😂❤❤​ @dalilatayeb8195 ,@WalidWalid-nm9xw,3 weeks ago, ,0,positive,expression - emoji,Praise for the Series
safia,14,لا اله الا انت سبحانك اني كنت من الظالمين,@_matbakhoumahmedadam3600,3 weeks ago,1,0,neutral,prayer,Emotional Response
safia,14,هههههههه حلقة تقتل بضحك والمدير حالة,@لولو-ط6ض7ب,3 weeks ago, ,0,positive,episode - laughter - character,Praise for the Series
safia,14,برنامج معمر معاني بكل اختصار 🎉,@djameloveskyFILMS,3 weeks ago,1,0,positive,program - meaning,Praise for the Series
safia,14,Super safia ❤,@lareinedesud2030,3 weeks ago, ,0,positive,character,Appreciation for Characters
safia,14,احسن مسلسل,@amelmebarki9058,3 weeks ago, ,0,positive,series,Praise for the Series
safia,14,Topppp 👌👌👌👌,@Dinalina2024,3 weeks ago, ,0,positive,approval,Praise for the Series
safia,14,شكون عجباته غني تع مسلسل صافية 😂😂 يخبط جام باش نعرف شكون كيفي 😊😊🎉,@DjalilLouerad,3 weeks ago,49,0,positive,song - series,Praise for the Series
safia,14,روووعه,@alima891,3 weeks ago, ,0,positive,excellence,Praise for the Series
safia,14,"اسالكم الدعاء لدي عدو شرير و لا طيبة ترجى منه مسيء الى اهله و الى الكل ارجوووووكم ادعولي بان يهتدي او يغيب فشره من شر ابليس اللعنة و الخزي عليه اللهم  اجعلهم آية بعقابك ان لم يهتدوا و اكفنيهم بما شءت

اللهم صلِّ وسلم وبارك على سيدنا ونبينا وحبيبنا محمد صلى الله عليه وسلم تسليما كثيراً ❤",@luluwachedjari3299,3 weeks ago,4,0,negative,curse - enemy,Criticism of the Ending
safia,14,ناس. البليدة واولاد بوفاربك ونفتخر,@KhoukhaHamitouche,3 weeks ago, ,0,positive,pride - origin,Appreciation for Characters
safia,14,يعطيك الصحة والعافية 😍صفية ❤,@khadijakeddi2751,3 weeks ago, ,0,positive,character - appreciation,Appreciation for Characters
safia,14,الله يبارك وين تكون ياسمين يكون الضحك والفكاهة,@ImadTarak,3 weeks ago,1,0,positive,character - laughter,Appreciation for Characters
safia,14,Bravooooo ❤❤❤❤❤,@Rsfk1903,3 weeks ago, ,0,positive,appreciation,Praise for the Series
safia,14,صفية هايلة وتهبل نحب كتكون تهدر ومتحبسش 😅متتملش كامل,@SamadouSamadou-p6n,3 weeks ago,3,0,positive,character - speech,Appreciation for Characters
safia,14,😂😂😂😂😂❤❤❤❤❤❤,@tarakMrzklal,3 weeks ago, ,0,positive,,Praise for the Series
safia,14,👍👍👍👍👍♥️♥️♥️♥️♥️😅😅😅😅,@fafoud5189,3 weeks ago (edited), ,0,positive,,Praise for the Series
safia,14,صلو على الحبيب المنير,@رجندةرجندة,3 weeks ago,7,1,neutral,prayer - prophet,Emotional Response
safia,14,صلى الله عليه و سلم سيدنا ونبينا و حبيبنا و رسولنا وشفيعنا محمد صلى الله عليه و سلم,@sounaanna4138,3 weeks ago, ,0,neutral,prayer - prophet,Emotional Response
safia,14,ادعولي بالذرية الصالحة في هدا الشهر الكريم  كل من مر على تعليقي يدعيلي,@amelkhan3749,3 weeks ago,13,4,neutral,prayer - offspring,Emotional Response
safia,14,ربي يرزقك ويرزقني بالذرية الصالحة يارب العالمين 🤲🤲,@ايةمنال-ج1ع,3 weeks ago, ,0,neutral,prayer - offspring,Emotional Response
safia,14,@ايةمنال-ج1ع  اللهم امين يارب,@amelkhan3749,3 weeks ago, ,0,neutral,prayer - response,Emotional Response
safia,14,ربي يرزقك الذريه الصالحه,@الوردةالبيضاء-ط9ف,13 days ago, ,0,neutral,prayer - offspring,Emotional Response
safia,14, @الوردةالبيضاء-ط9ف  امين يارب,@amelkhan3749,12 days ago, ,0,neutral,prayer - response,Emotional Response
safia,14,احلى سلسة رمضانية,@didadidoucha653,3 weeks ago, ,0,positive,series - Ramadan,Praise for the Series
